Education,Income,Recency,Wine,Fruits,Meat,Fish,Sweets,Gold,DealsPurchases,Web,Catalog,Store,WebVisits,Promo3,Promo4,Promo5,Promo1,Promo2,Complain,Z_CostContact,Z_Revenue,Promo6,Age,Age_Range,Customer_For,WebConversionRate,Total_Spent,Total_Purchases,Adults,Dependents,Household_size,Is_Parent,Offers_Accepted,cluster
Postgraduate,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,39,Midlife,679.0,0.3333333333333333,112,6,1,1,2,1,0,3
Postgraduate,58398.0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,61,Pre-retirement,596.0,1.25,596,17,2,0,2,0,0,0
Postgraduate,50272.0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0,32,Early Adulthood,511.0,0.5714285714285714,233,10,2,1,3,1,0,3
PhD,76618.0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0,39,Midlife,754.0,3.0,1511,10,2,0,2,0,0,1
2n Cycle,87305.0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,1,54,Middle Age,829.0,2.5,1152,16,1,0,1,0,2,1
Postgraduate,25851.0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,36,Midlife,688.0,0.2857142857142857,48,5,2,1,3,1,0,2
Postgraduate,58710.0,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0,44,Midlife,640.0,1.8333333333333333,1185,25,1,1,2,1,0,0
Postgraduate,45160.0,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,56,Pre-retirement,277.0,0.14285714285714285,21,3,1,2,3,1,0,3
Postgraduate,74806.0,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0,49,Middle Age,742.0,1.25,965,14,2,1,3,1,0,1
Postgraduate,59111.0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,0,60,Pre-retirement,608.0,1.5714285714285714,869,20,2,0,2,0,0,0
PhD,18988.0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,30,Early Adulthood,222.0,0.14285714285714285,16,4,2,1,3,1,0,2
Postgraduate,72190.0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,3,11,0,49,Middle Age,686.0,1.6666666666666667,1947,15,2,0,2,0,0,1
Postgraduate,7500.0,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,3,11,1,38,Midlife,882.0,0.4444444444444444,71,7,2,1,3,1,2,2
Postgraduate,44794.0,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,48,Middle Age,206.0,0.3333333333333333,65,5,2,1,3,1,0,3
Postgraduate,80395.0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0,59,Pre-retirement,403.0,3.0,1380,23,2,0,2,0,1,1
Postgraduate,75012.0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,0,38,Midlife,340.0,3.0,1027,22,1,0,1,0,0,1
Postgraduate,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,49,Middle Age,446.0,0.8571428571428571,411,14,2,3,5,1,0,0
Postgraduate,89891.0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,3,11,0,23,Young Adults,625.0,2.75,836,25,2,0,2,0,1,1
PhD,35946.0,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,65,Retirement Age,460.0,0.0,11,3,1,2,3,1,0,3
PhD,53593.0,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,3,11,0,61,Pre-retirement,876.0,0.875,480,15,2,2,4,1,0,0
Postgraduate,66373.0,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,36,Midlife,567.0,1.3333333333333333,606,16,2,2,4,1,0,0
PhD,45072.0,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,3,11,0,66,Retirement Age,441.0,0.75,284,11,1,3,4,1,0,3
Postgraduate,89694.0,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,3,11,0,41,Midlife,448.0,0.8,1472,11,1,2,3,1,3,1
Postgraduate,72025.0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,3,11,1,65,Retirement Age,246.0,2.0,1677,25,2,0,2,0,4,1
Postgraduate,67432.0,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,3,11,0,41,Midlife,642.0,2.0,1335,17,2,1,3,1,0,0
Postgraduate,70545.0,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,3,11,0,62,Pre-retirement,211.0,2.0,334,12,2,1,3,1,0,0
Basic,17487.0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,3,11,0,25,Early Adulthood,653.0,0.14285714285714285,18,3,2,1,3,1,0,2
Postgraduate,62882.0,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,0,45,Middle Age,874.0,1.75,1338,18,2,1,3,1,0,0
PhD,64108.0,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,3,11,0,61,Pre-retirement,648.0,1.2,1099,26,1,1,2,1,0,0
Postgraduate,34941.0,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,3,11,0,58,Pre-retirement,665.0,0.375,97,6,2,2,4,1,0,3
PhD,48767.0,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,3,11,0,64,Pre-retirement,364.0,0.4,63,6,1,3,4,1,0,3
2n Cycle,38702.0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,3,11,0,36,Midlife,517.0,0.5,109,7,2,1,3,1,0,3
Postgraduate,82224.0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,3,11,0,50,Middle Age,340.0,2.0,902,20,2,0,2,0,1,1
Postgraduate,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,62,Pre-retirement,598.0,4.0,1574,19,2,0,2,0,1,1
2n Cycle,17003.0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,3,11,0,39,Midlife,387.0,0.4,38,6,2,1,3,1,0,2
Postgraduate,71163.0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,3,11,0,19,Young Adults,297.0,3.0,960,23,1,0,1,0,0,1
Postgraduate,33697.0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,3,11,0,44,Midlife,472.0,0.14285714285714285,28,3,1,1,2,1,1,3
2n Cycle,63564.0,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,3,11,1,60,Pre-retirement,336.0,1.6666666666666667,1215,27,2,0,2,0,2,0
PhD,83443.0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,3,11,0,42,Midlife,365.0,3.0,1497,21,2,0,2,0,0,1
PhD,51518.0,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,3,11,0,56,Pre-retirement,454.0,1.0,449,15,2,1,3,1,0,0
Postgraduate,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,39,Midlife,371.0,1.5,1064,23,1,1,2,1,0,0
Postgraduate,80952.0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,3,11,1,45,Middle Age,671.0,1.0,1757,24,2,0,2,0,4,1
Postgraduate,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,3,11,0,35,Midlife,243.0,2.6666666666666665,1440,20,2,0,2,0,0,1
2n Cycle,63855.0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,3,11,0,36,Midlife,690.0,1.75,1006,23,2,0,2,0,0,0
PhD,62220.0,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,3,11,1,42,Midlife,872.0,1.1666666666666667,1226,18,2,1,3,1,1,0
Postgraduate,58512.0,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,3,11,0,50,Middle Age,468.0,0.375,1171,15,2,1,3,1,0,0
Postgraduate,40662.0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,3,11,0,35,Midlife,656.0,0.5,92,6,2,1,3,1,0,3
PhD,38829.0,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,3,11,0,55,Pre-retirement,269.0,0.6,99,7,2,1,3,1,0,3
2n Cycle,35523.0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,3,11,0,33,Early Adulthood,454.0,0.42857142857142855,66,6,2,1,3,1,0,3
Postgraduate,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0,47,Middle Age,251.0,1.3333333333333333,564,17,1,2,3,1,0,1
Postgraduate,78285.0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,3,11,0,26,Early Adulthood,429.0,2.0,1427,20,2,0,2,0,0,1
PhD,31626.0,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,3,11,1,36,Midlife,600.0,0.2857142857142857,86,5,1,1,2,1,2,2
Postgraduate,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,3,11,0,62,Pre-retirement,223.0,2.0,833,18,1,0,1,0,0,1
Postgraduate,48726.0,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,3,11,0,59,Pre-retirement,613.0,0.5,242,9,2,1,3,1,0,3
Postgraduate,74985.0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,3,11,0,37,Midlife,841.0,1.5,1869,16,2,0,2,0,0,1
Postgraduate,67430.0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,3,11,0,27,Early Adulthood,847.0,1.8333333333333333,1364,28,2,0,2,0,0,0
2n Cycle,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0,49,Middle Age,486.0,0.5,183,7,2,1,3,1,0,3
Postgraduate,62058.0,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,3,11,0,58,Pre-retirement,584.0,1.0,450,14,2,1,3,1,0,0
Postgraduate,72063.0,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,3,11,0,35,Midlife,546.0,2.5,758,19,2,1,3,1,0,1
PhD,78939.0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,3,11,0,63,Pre-retirement,384.0,2.6666666666666665,1507,19,2,0,2,0,0,1
Postgraduate,42720.0,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,3,11,1,49,Middle Age,616.0,0.875,654,17,1,2,3,1,1,3
Postgraduate,33622.0,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,3,11,0,42,Midlife,627.0,0.2857142857142857,81,6,2,2,4,1,0,3
PhD,6835.0,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,3,11,0,57,Pre-retirement,753.0,0.0,137,1,2,1,3,1,0,2
Postgraduate,41452.0,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,61,Pre-retirement,665.0,0.14285714285714285,16,3,2,2,4,1,0,3
PhD,40760.0,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,3,11,0,49,Middle Age,488.0,0.3333333333333333,93,6,1,1,2,1,0,3
PhD,74250.0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,3,11,0,56,Pre-retirement,339.0,2.0,1158,17,2,0,2,0,0,1
Postgraduate,51124.0,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,3,11,0,59,Pre-retirement,378.0,0.3333333333333333,43,4,1,2,3,1,0,3
Postgraduate,72258.0,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,3,11,0,43,Midlife,475.0,3.0,1525,20,1,1,2,1,0,1
PhD,71466.0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,3,11,0,40,Midlife,270.0,4.0,1230,18,1,0,1,0,0,1
Postgraduate,36283.0,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,3,11,0,38,Midlife,261.0,0.25,29,4,2,2,4,1,0,3
Postgraduate,20587.0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,3,11,0,44,Midlife,234.0,0.14285714285714285,25,4,1,1,2,1,0,2
Postgraduate,30467.0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,42,Midlife,287.0,0.14285714285714285,24,3,2,1,3,1,0,2
Postgraduate,31590.0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,3,11,0,42,Midlife,561.0,0.125,38,4,2,1,3,1,0,2
Basic,20425.0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0,28,Early Adulthood,793.0,0.2857142857142857,57,5,2,1,3,1,0,2
Postgraduate,17144.0,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,3,11,0,54,Middle Age,319.0,0.42857142857142855,47,7,2,2,4,1,0,2
PhD,42564.0,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,3,11,1,46,Middle Age,728.0,0.8571428571428571,813,18,1,1,2,1,2,3
Postgraduate,43783.0,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,3,11,0,36,Midlife,216.0,1.0,629,16,2,1,3,1,1,3
Postgraduate,40780.0,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,3,11,0,38,Midlife,844.0,0.7777777777777778,377,13,1,1,2,1,0,3
Postgraduate,62847.0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,3,11,0,69,Retirement Age,715.0,1.5,1612,13,2,0,2,0,0,0
PhD,82017.0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,3,11,1,57,Pre-retirement,784.0,2.5,729,16,2,0,2,0,4,1
Postgraduate,16813.0,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,3,11,0,64,Pre-retirement,530.0,0.2857142857142857,50,5,1,0,1,0,1,2
Postgraduate,51267.0,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,3,11,0,36,Midlife,428.0,0.75,270,11,2,2,4,1,0,3
Postgraduate,46524.0,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,3,11,0,53,Middle Age,635.0,0.3333333333333333,177,7,1,1,2,1,0,3
Postgraduate,45183.0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,3,11,0,52,Middle Age,710.0,0.5714285714285714,315,12,1,0,1,0,1,3
PhD,70421.0,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,3,11,0,60,Pre-retirement,186.0,1.6666666666666667,767,20,2,1,3,1,0,0
2n Cycle,60161.0,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,3,11,0,49,Middle Age,799.0,1.375,1071,23,1,1,2,1,0,0
Postgraduate,73926.0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,3,11,0,41,Midlife,669.0,2.0,1580,23,2,0,2,0,0,1
Postgraduate,19329.0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,3,11,0,46,Middle Age,382.0,0.5,60,7,2,1,3,1,0,2
Postgraduate,61872.0,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,3,11,0,44,Midlife,383.0,1.0,573,17,2,1,3,1,0,0
Postgraduate,46984.0,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,3,11,0,58,Pre-retirement,645.0,0.2,41,4,1,2,3,1,0,3
Postgraduate,34838.0,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,3,11,0,63,Pre-retirement,711.0,0.3333333333333333,170,7,2,2,4,1,0,3
PhD,82716.0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,3,11,0,70,Retirement Age,421.0,3.0,1167,27,1,0,1,0,0,1
Postgraduate,48192.0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,3,11,1,56,Pre-retirement,634.0,0.25,1526,22,2,0,2,0,4,0
Postgraduate,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,3,11,0,38,Midlife,422.0,1.0,458,15,2,2,4,1,0,3
Postgraduate,56850.0,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,3,11,0,43,Midlife,283.0,0.5,63,5,2,1,3,1,0,0
Postgraduate,55267.0,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,3,11,0,57,Pre-retirement,436.0,1.0,405,13,2,1,3,1,0,0
Postgraduate,59666.0,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,3,11,0,42,Midlife,649.0,0.375,1027,13,2,2,4,1,1,0
Postgraduate,72504.0,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,3,11,0,42,Midlife,634.0,2.5,1478,20,1,1,2,1,0,1
Postgraduate,26872.0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,3,11,0,33,Early Adulthood,441.0,0.16666666666666666,72,4,2,0,2,0,0,2
Postgraduate,21359.0,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,3,11,1,42,Midlife,620.0,0.25,48,5,1,1,2,1,1,2
Postgraduate,73170.0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,3,11,0,39,Midlife,214.0,2.5,726,15,1,0,1,0,0,1
Postgraduate,52750.0,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,3,11,0,59,Pre-retirement,695.0,1.25,860,21,2,1,3,1,0,0
PhD,91820.0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,3,11,0,28,Early Adulthood,403.0,5.0,1497,22,2,0,2,0,0,1
PhD,65968.0,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,3,11,0,44,Midlife,233.0,1.6666666666666667,495,16,2,1,3,1,0,0
Postgraduate,30772.0,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,38,Midlife,294.0,0.16666666666666666,20,3,2,2,4,1,0,2
Postgraduate,22507.0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,3,11,0,60,Pre-retirement,767.0,1.1111111111111112,570,16,1,0,1,0,0,2
Postgraduate,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,3,11,0,42,Midlife,277.0,1.8,769,20,2,1,3,1,0,0
2n Cycle,25804.0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,3,11,0,36,Midlife,486.0,0.25,55,5,2,1,3,1,0,2
PhD,76412.0,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,3,11,1,34,Early Adulthood,605.0,1.6666666666666667,1808,17,1,0,1,0,3,1
Postgraduate,22063.0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,3,11,0,42,Midlife,510.0,0.2857142857142857,55,5,2,1,3,1,0,2
Postgraduate,57091.0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,3,11,1,53,Middle Age,199.0,1.4,577,17,1,0,1,0,2,0
Postgraduate,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,51,Middle Age,622.0,0.375,162,7,2,0,2,0,0,2
Postgraduate,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,55,Pre-retirement,588.0,0.8333333333333334,1957,19,2,1,3,1,5,1
2n Cycle,78353.0,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,3,11,0,55,Pre-retirement,624.0,1.25,1576,23,1,1,2,1,0,1
Postgraduate,93404.0,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,3,11,0,60,Pre-retirement,603.0,0.6,1616,14,2,3,5,1,2,1
Postgraduate,37859.0,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,52,Middle Age,718.0,0.125,36,4,1,3,4,1,0,3
PhD,80995.0,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,3,11,0,56,Pre-retirement,599.0,2.0,1482,21,1,1,2,1,0,1
Postgraduate,16529.0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,3,11,0,30,Early Adulthood,305.0,0.16666666666666666,22,4,2,1,3,1,0,2
PhD,55412.0,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,3,11,0,38,Midlife,404.0,0.4,63,5,1,2,3,1,0,0
Postgraduate,48789.0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,3,11,0,22,Young Adults,842.0,1.0,680,17,1,0,1,0,0,3
PhD,56575.0,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,3,11,0,47,Middle Age,605.0,1.4,542,17,2,2,4,1,0,0
2n Cycle,25130.0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,3,11,0,34,Early Adulthood,455.0,0.2857142857142857,50,5,2,1,3,1,0,2
Postgraduate,35441.0,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0,47,Middle Age,685.0,0.125,39,4,2,2,4,1,0,3
Postgraduate,71391.0,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,3,11,0,58,Pre-retirement,642.0,2.0,1043,23,2,1,3,1,0,1
Postgraduate,49494.0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,3,11,0,42,Midlife,615.0,0.8571428571428571,385,12,1,1,2,1,0,3
Postgraduate,81702.0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,3,11,0,34,Early Adulthood,829.0,2.3333333333333335,1633,26,1,0,1,0,0,1
2n Cycle,45889.0,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,3,11,0,34,Early Adulthood,547.0,0.16666666666666666,46,4,1,1,2,1,0,3
Postgraduate,56628.0,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,3,11,0,37,Midlife,285.0,1.4,761,18,1,1,2,1,1,0
Postgraduate,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,3,11,0,64,Pre-retirement,513.0,0.4,76,6,2,2,4,1,0,3
Postgraduate,40049.0,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,3,11,0,40,Midlife,762.0,0.6,290,11,2,1,3,1,0,3
Postgraduate,34176.0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,3,11,0,26,Early Adulthood,233.0,0.5,89,7,1,1,2,1,0,3
Postgraduate,19419.0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,3,11,0,33,Early Adulthood,781.0,0.4444444444444444,70,7,2,1,3,1,0,2
2n Cycle,82504.0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,3,11,0,54,Middle Age,522.0,3.0,1066,16,2,0,2,0,0,1
Postgraduate,81205.0,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,3,11,1,44,Midlife,352.0,2.5,2009,18,2,0,2,0,4,1
2n Cycle,61618.0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,3,11,0,23,Young Adults,823.0,1.0,1345,17,1,0,1,0,0,0
Postgraduate,55284.0,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,3,11,0,58,Pre-retirement,737.0,1.4,764,20,1,1,2,1,0,0
Postgraduate,49980.0,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,3,11,0,51,Middle Age,434.0,0.6,195,9,1,1,2,1,0,3
Postgraduate,15072.0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,3,11,0,34,Early Adulthood,600.0,0.6,53,7,2,2,4,1,0,2
Postgraduate,49166.0,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,3,11,0,40,Midlife,566.0,0.8333333333333334,368,11,1,1,2,1,0,3
PhD,65324.0,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,3,11,0,60,Pre-retirement,354.0,1.5,544,17,2,1,3,1,0,0
2n Cycle,82347.0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,3,11,0,57,Pre-retirement,785.0,2.3333333333333335,1853,24,2,0,2,0,2,1
PhD,30843.0,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,3,11,0,48,Middle Age,219.0,0.2,35,4,2,2,4,1,1,2
PhD,46374.0,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,3,11,1,40,Midlife,289.0,0.875,446,15,2,1,3,1,3,3
Postgraduate,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,3,11,0,35,Midlife,639.0,1.4285714285714286,1180,24,1,1,2,1,0,0
Postgraduate,38576.0,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,3,11,0,41,Midlife,302.0,0.14285714285714285,41,4,2,1,3,1,0,3
Postgraduate,55357.0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,3,11,0,29,Early Adulthood,680.0,1.2,727,19,2,2,4,1,0,0
Postgraduate,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0,48,Middle Age,818.0,0.125,40,4,2,2,4,1,0,3
2n Cycle,85710.0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,3,11,0,25,Early Adulthood,605.0,3.0,1062,25,2,0,2,0,1,1
Postgraduate,23228.0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,45,Middle Age,339.0,0.25,40,5,2,1,3,1,0,2
Postgraduate,44602.0,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,3,11,0,45,Middle Age,319.0,0.75,292,11,2,2,4,1,0,3
Postgraduate,7500.0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,3,11,0,27,Early Adulthood,721.0,0.0,15,3,2,0,2,0,0,2
2n Cycle,38683.0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,3,11,0,25,Early Adulthood,818.0,0.5714285714285714,341,11,2,1,3,1,0,3
2n Cycle,49514.0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,3,11,0,39,Midlife,379.0,0.8571428571428571,369,11,1,1,2,1,0,3
PhD,57906.0,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,3,11,0,41,Midlife,568.0,1.0,401,14,2,1,3,1,0,0
Postgraduate,43456.0,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,3,11,0,48,Middle Age,645.0,1.0,393,14,1,1,2,1,0,3
Postgraduate,19485.0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,28,Early Adulthood,463.0,0.14285714285714285,10,3,1,2,3,1,0,2
Postgraduate,53172.0,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,3,11,0,36,Midlife,604.0,0.6666666666666666,486,13,2,1,3,1,0,0
